time,cash_rate_target,inflation_rate,CPI,unemployment_rate,hourly_wage_growth,Bank_Prime_Loan_rate, labor_market_condition_index,USD-AUD_exchange_rate,deposit&foreign_related_institution,M2,Financial_Market: Share_Prices,composite_consumer_confidence_percentage,Trade_balance,Producer_Price_Index_by_Commodity,Business_Investment_And_Sentiment,employment-to-population_ratio,Interaction_exchange_rate_and_share_price,Export_Price_Index,coal_price,Oil_Price_in_Europe (in USD),Interation_exchange_rate_and_oil_price,lending_to_government _in_billion
2009-10-01,3.21,1.9561555,216.509,10.5,2.1,3.25,-2.36839,0.9067,987.7431,8426.4,178.76784,21,-34959,175.2,0.31943,58.5,162.0888005,430.1,75.70373377,72.96863636,80.47715492,47.5
2009-11-01,3.48,2.0233626,217.234,10.7,2,3.25,-2.31505,0.9197,1008.4225,8501.2,179.76784,18,-38381,177.4,0.11493,58.6,165.3324824,415.8,82.26530612,76.93666667,83.6540901,44.9
2009-12-01,3.74,1.9064085,217.347,11.4,1.1,3.25,-2.37429,0.9021,1047.0266,8543.7,180.76784,14,-39426,178.1,0.20215,58.3,163.0706685,424.5,86.35969388,74.78956522,82.90606941,54
2010-01-01,3.75,2.0911325,217.488,12.4,1.9,3.25,-2.28173,0.9127,1042.7125,8464.4,181.76784,20,-37744,181.9,0.35236,58.5,165.8995076,444.4,100.14375,76.60238095,83.92941925,55.3
2010-02-01,3.75,2.0165529,217.281,12.9,2.1,3.25,-2.34052,0.8857,1039.586,8508.4,182.76784,17,-41504,181,0.05547,58.5,161.8774759,468.9,98.15892857,73.903,83.44021678,55.1
2010-03-01,3.98,2.0067599,217.353,12.7,1.7,3.25,-2.29481,0.9123,1021.609,8576.6,183.76784,17,-40271,183.3,0.05365,58.5,167.6514004,478.3,100.0993789,79.51913043,87.16335683,58.9
2010-04-01,4.22,2.0631275,217.403,12.1,1.8,3.25,-2.19385,0.9262,987.3426,8601.8,184.76784,16,-41496,184.4,0.05695,58.7,171.1319734,485.5,104.9625,85.15636364,91.941658,53.9
2010-05-01,4.48,2.0234055,217.29,11.2,1.3,3.25,-2.16719,0.8713,941.4717,8584.2,185.76784,8,-42088,184.8,0.55079,58.6,161.859519,473.5,107.9351504,76.13238095,87.37791915,57.6
2010-06-01,4.5,1.8811319,217.199,11.1,2.1,3.25,-2.18738,0.8539,941.3377,8606.4,186.76784,2,-47316,183.5,0.3409,58.5,159.4810586,479.4,104.4837662,75.24636364,88.12081466,57.3
2010-07-01,4.5,1.7304709,217.605,10.6,1.9,3.25,-2.15882,0.8786,987.8326,8576.9,187.76784,13,-41609,184.1,0.28986,58.5,164.9728242,497,102.861526,75.195,85.58502163,57.4
2010-08-01,4.5,1.7086811,217.923,11.2,1.9,3.25,-2.2155,0.9004,1014.5347,8607.7,188.76784,19,-45619,184.9,0.31893,58.6,169.9665631,516.2,96.84693878,76.89181818,85.39739914,61.2
2010-09-01,4.5,1.580762,218.275,11.2,1.9,3.25,-2.33114,0.9398,1013.3386,8649.5,189.76784,13,-44333,184.9,0.15589,58.5,178.343816,527.3,100.1172078,77.93818182,82.93060419,61.3
2010-10-01,4.5,1.5742367,219.035,11.3,1.3,3.25,-2.16535,0.9818,1033.0446,8710.4,190.76784,17,-40646,186.6,0.09925,58.3,187.2958653,532.2,103.2071429,83.33857143,84.88345022,56.4
2010-11-01,4.73,1.5460638,219.59,10.7,1.8,3.25,-2.20729,0.9889,1047.3426,8775.5,191.76784,11,-38739,187.7,0.51183,58.2,189.639217,551.2,112.5837662,85.80090909,86.76398937,59.1
2010-12-01,4.75,1.6945193,220.472,11.3,1.9,3.25,-2.03915,0.9929,1041.0775,8857.6,192.76784,11,-41721,189.7,0.43904,58.3,191.3991883,614.4,123.7857143,91.96,92.61758485,61.4
2011-01-01,4.75,1.9670054,221.187,12.8,1.9,3.25,-2.07695,0.9962,1038.2598,8850,193.76784,5,-48123,192.7,0.34358,58.3,193.0315222,613.1,140.9935714,96.95238095,97.32220533,58.1
2011-02-01,4.75,1.9901515,221.898,13.4,2,3.25,-1.92388,1.0084,1038.5819,8887.1,194.76784,7,-44753,195.8,0.21823,58.4,196.4038899,581.8,134.6244643,104.2385,103.3701904,55
2011-03-01,4.75,2.048335,223.046,12.1,1.8,3.25,-1.91701,1.0113,1061.7891,9000.6,195.76784,4,-44312,199.2,0.11747,58.4,197.9800166,607.7,135.9712733,114.9173913,113.6333346,59
2011-04-01,4.75,2.099215,224.093,11.4,1.9,3.25,-1.99853,1.0588,1084.2777,9055.6,196.76784,5,-42685,203.1,0.22166,58.4,208.337789,573.2,131.5255952,123.3257143,116.4768741,63.6
2011-05-01,4.75,2.032293,224.806,10.9,2.4,3.25,-1.98813,1.0675,1130.3635,9025.6,197.76784,4,-47725,204.1,0.23767,58.3,211.1171692,580.5,127.9628571,114.9295455,107.6623377,62.4
2011-06-01,4.75,1.894122,224.806,10.6,1.8,3.25,-1.91749,1.0617,1094.2161,9113.9,198.76784,1,-49882,203.9,0.11851,58.2,211.0318157,607.2,128.362013,114.3704545,107.7238905,68.6
2011-07-01,4.75,1.9889734,225.395,10.2,2.2,3.25,-1.92301,1.0781,1014.064,9266.6,199.76784,-7,-46070,204.6,0.33523,58.2,215.3697083,583.7,128.9892857,117.4833333,108.9725752,86.4
2011-08-01,4.75,1.7313642,226.106,10.8,2.5,3.25,-2.00061,1.0502,924.988,9461.8,200.76784,-10,-45052,203.2,1.36789,58.3,210.8463856,575.8,127.462013,110.3547826,105.0797778,84.7
2011-09-01,4.75,1.5583105,226.597,11.1,1.6,3.25,-2.02859,1.022,933.4884,9500.3,201.76784,-3,-43477,203.7,0.38065,58.4,206.2067325,554.4,130.5618506,111.9627273,109.5525707,87.7
2011-10-01,4.75,1.5883361,226.75,10.4,2.4,3.25,-1.91379,1.0168,893.9928,9550.1,202.76784,-3,-45509,201.1,0.48082,58.4,206.1743397,557.7,127.9127551,110.4295238,108.6049605,94.5
2011-11-01,4.51,1.6085842,227.169,10.6,2,3.25,-1.76433,1.0112,865.7397,9633.1,203.76784,3,-47460,201.4,0.18169,58.6,206.0500398,556,122.7452922,111.1586364,109.9274489,92.4
2011-12-01,4.3,1.6422125,227.223,12,1.7,3.25,-1.73794,1.0122,863.5199,9729.2,204.76784,-5,-49473,199.8,0.13511,58.6,207.2660076,569.3,118.1764286,108.3477273,107.0418171,92.3
2012-01-01,4.25,1.6011744,227.842,12.4,2.1,3.25,-1.74194,1.0415,849.8555,9761.9,205.76784,-3,-50126,200.7,0.60438,58.4,214.3072054,610.2,123.0857143,111.415,106.9755161,90
2012-02-01,4.25,1.5458862,228.329,13.3,2.1,3.25,-1.59207,1.0732,842.8008,9787,206.76784,1,-42780,201.6,0.21354,58.5,221.9032459,608.7,124.9668367,119.1657143,111.0377509,84
2012-03-01,4.25,1.5801475,228.807,12.7,1.9,3.25,-1.55449,1.0526,843.2317,9903.1,207.76784,-4,-49749,204.2,0.48967,58.5,218.6964284,599.4,114.150974,124.7031818,118.4715769,85.1
2012-04-01,4.25,1.6497201,229.187,11,2.5,3.25,-1.53376,1.035,841.7629,9948.9,208.76784,-5,-46842,203.7,0.11767,58.4,216.0747144,588.1,110.3537594,120.47,116.3961353,90.6
2012-05-01,3.77,1.5553438,228.713,11.8,2,3.25,-1.56453,0.998,840.9986,9882.9,209.76784,-5,-45106,201.9,0.1337,58.5,209.3483043,582.8,103.8194805,110.8221739,111.0442624,87.9
2012-06-01,3.54,1.4156358,228.524,11,2.3,3.25,-1.66689,0.9986,829.0476,9960.8,210.76784,-4,-42941,199.8,0.41068,58.6,210.472765,567.9,92.75469925,95.88904762,96.02348049,94
2012-07-01,3.5,1.4852789,228.59,11,2,3.25,-1.66762,1.03,840.2258,10005.9,211.76784,-1,-42406,200.1,0.58809,58.5,218.1208752,555.7,91.36412338,102.9795455,99.98014122,95.2
2012-08-01,3.5,1.480409,229.918,11.1,1.9,3.25,-1.57668,1.0475,856.1704,10069,212.76784,-3,-44030,202.7,0.30882,58.4,222.8743124,520.2,93.45633117,113.7804348,108.6209401,100.2
2012-09-01,3.5,1.5292492,231.015,11.8,2.5,3.25,-1.59137,1.0406,866.0583,10165.2,213.76784,-2,-38794,204.4,0,58.7,222.4468143,494.5,93.18160714,113.6415,109.2076687,105.7
2012-10-01,3.27,1.5026504,231.638,11.4,2,3.25,-1.47953,1.0298,861.9488,10245.8,214.76784,-1,-41467,203.5,0.1119,58.8,221.1679216,467.6,86.88540373,111.7926087,108.5575924,113.3
2012-11-01,3.25,1.5179508,231.249,10.8,2.4,3.25,-1.45726,1.0405,870.7409,10343,215.76784,4,-45332,201.8,0.54412,58.7,224.5064375,450.7,87.21964286,109.9118182,105.6336551,113.5
2012-12-01,3.03,1.5262619,231.221,12.2,2.6,3.25,-1.51371,1.0465,906.6126,10531.4,216.76784,0,-36334,201.5,0.40792,58.7,226.8475446,472,96.07612782,109.5690476,104.7004755,121.3
2013-01-01,3,1.4890559,231.679,13.1,2.1,3.25,-1.44109,1.05,928.8708,10506.6,217.76784,1,-40135,202.5,0.72831,58.6,228.656232,469.8,96.95211039,112.5278261,107.1693582,123.9
2013-02-01,3,1.5381946,232.937,13.8,2.3,3.25,-1.36024,1.031,944.3604,10480,218.76784,8,-41004,204.3,0.19654,58.6,225.549643,459.7,100.3473214,116.488,112.985451,122.6
2013-03-01,3,1.4118858,232.282,13.2,2.3,3.25,-1.46632,1.0345,951.1775,10626.9,219.76784,11,-34314,204,0.21899,58.5,227.3498305,446,97.31678571,109.5857143,105.9310916,127.6
2013-04-01,3,1.4618435,231.797,11.7,2,3.25,-1.3497,1.038,948.7581,10655.8,220.76784,5,-38487,203.5,0.25229,58.6,229.1570179,427.1,93.23316327,102.96,99.19075145,130.3
2013-05-01,2.8,1.4138488,231.893,11.3,2.3,3.25,-1.30058,0.9919,965.0499,10578.7,221.76784,-2,-41701,204.1,0.0994,58.6,219.9715205,435.4,93.12602041,102.9804348,103.821388,133.6
2013-06-01,2.75,1.5503442,232.445,11.2,2,3.25,-1.22293,0.944,985.9218,10643.3,222.76784,2,-34426,204.3,0.24405,58.6,210.292841,455.1,89.64267857,103.3585,109.4899364,137.6
2013-07-01,2.75,1.634568,232.9,11,2.5,3.25,-1.15492,0.9155,1002.5889,10682.3,223.76784,2,-36356,204.4,0.41934,58.7,204.8594575,466.1,82.22236025,107.7795652,117.7275426,136.9
2013-08-01,2.55,1.7580797,233.456,12.3,2.5,3.25,-1.17081,0.9037,1007.5834,10738,224.76784,6,-36617,204.2,0.05156,58.7,203.122697,453.5,82.22142857,111.0581818,122.892754,141.5
2013-09-01,2.5,1.8688006,233.544,12.6,2,3.25,-1.11901,0.9303,1040.2347,10805.9,225.76784,11,-39917,203.9,0.4001,58.7,210.0318216,435.9,83.29591837,111.9628571,120.351346,141.4
2013-10-01,2.5,1.7246934,233.669,12.3,2.1,3.25,-1.2957,0.9519,1018.0233,10933,226.76784,8,-36285,202.5,1.0034,58.3,215.8603069,461.6,85.44363354,109.6186957,115.1577851,149.1
2013-11-01,2.5,1.7163045,234.1,11.3,2,3.25,-1.09465,0.9324,1053.3361,10977.2,227.76784,10,-33983,201.2,0.39647,58.6,212.370734,453.9,88.36326531,108.1504762,115.9915017,151
2013-12-01,2.5,1.7851389,234.719,12.6,2.5,3.25,-1.07232,0.898,1072.9539,11104.3,228.76784,5,-33636,202,0.1708,58.7,205.4335203,442.8,89.44446429,111.0704545,123.686475,148.8
2014-01-01,2.5,1.8490071,235.288,13.4,2.5,3.25,-0.94882,0.8858,1088.7438,11101.6,229.76784,3,-37433,203.8,0.34287,58.8,203.5283527,423.5,87.97353896,107.9269565,121.8412243,146.9
2014-02-01,2.5,1.7690838,235.547,14.9,2.4,3.25,-0.92501,0.8974,1099.8585,11153.4,230.76784,0,-40119,205.7,0.26646,58.7,207.0910596,404,83.02767857,108.838,121.2814798,148.5
2014-03-01,2.5,1.7451938,236.028,13.6,2.4,3.25,-0.91135,0.9089,1113.2038,11278.4,231.76784,-1,-42940,207,0.11911,58.9,210.6537898,419.4,79.75306122,107.8680952,118.6798275,153.5
2014-04-01,2.5,1.87485,236.468,12.9,2.2,3.25,-0.87896,0.9315,1131.4337,11331.6,232.76784,0,-43735,208.3,0.30609,58.9,216.823243,423.4,78.52071429,108.0036364,115.9459328,157.7
2014-05-01,2.5,1.8687902,236.918,12.9,2.3,3.25,-0.82244,0.9305,1141.1112,11274.8,233.76784,-7,-39575,208,0.11696,58.9,217.5209751,440.8,78.83464286,109.8322727,118.0357579,159.9
2014-06-01,2.5,1.8300901,237.231,12.7,2.5,3.25,-0.68661,0.9365,1128.4067,11336.8,234.76784,-7,-38895,208.3,0.54557,59,219.8600822,419.7,77.34846939,112.2409524,119.8515242,167
2014-07-01,2.5,1.8823807,237.498,13.1,2.4,3.25,-0.63842,0.9389,1138.0347,11391.8,235.76784,-5,-38935,208,0.17867,59,221.362425,422.3,74.03804348,107.4626087,114.4558619,166.1
2014-08-01,2.5,1.8790741,237.46,12.9,2.4,3.25,-0.65665,0.9309,1136.9749,11422.7,236.76784,-2,-36935,207,0.05561,59,220.4071823,416.5,74.24839286,102.4019048,110.0031204,174.5
2014-09-01,2.5,1.9131183,237.477,13.2,3,3.25,-0.58265,0.9042,1144.7075,11470.6,237.76784,-6,-41672,206.4,0,59.1,214.9896809,414.4,71.52564935,97.85272727,108.2202248,178.7
2014-10-01,2.5,1.8727096,237.43,13.6,2.9,3.25,-0.46597,0.8781,1140.4817,11538.6,238.76784,-5,-41067,203.4,0.12185,59.3,209.6620403,408.9,68.98462733,87.58478261,99.74351738,181.8
2014-11-01,2.5,1.8157437,236.983,13.2,2.9,3.25,-0.50564,0.8644,1143.3691,11615,239.76784,-3,-39808,200.9,0.12866,59.2,207.2553209,381.6,67.33071429,79.2295,91.65837575,182.8
2014-12-01,2.5,1.8521375,236.252,13.2,2.7,3.25,-0.46833,0.8257,1133.0074,11760,240.76784,-9,-42838,197,0.06081,59.3,198.8020055,395.5,67.1622449,62.90391304,76.18252761,186.7
2015-01-01,2.5,1.6943704,234.747,15.5,3.3,3.25,-0.35799,0.8064,1125.9972,11759,241.76784,-7,-38865,192,0.74402,59.3,194.9615862,400.3,64.71632653,48.93318182,60.68102904,192.2
2015-02-01,2.28,1.5339526,235.342,14.6,3,3.25,-0.30368,0.7797,1133.5357,11847.1,242.76784,1,-33903,191.1,0.12186,59.2,189.2860848,389.5,70.65910714,58.254,74.71335129,192
2015-03-01,2.25,1.7034873,235.976,14.7,3.3,3.25,-0.24318,0.7724,1128.0044,11956.7,243.76784,-1,-48732,191.5,0.11623,59.2,188.2862796,372.3,68.34496753,56.52454545,73.18040582,195
2015-04-01,2.25,1.7122854,236.222,13.4,3.6,3.25,-0.29622,0.774,1111.6093,12004.7,244.76784,-4,-39836,190.9,0,59.3,189.4503082,381.9,61.19785714,59.82636364,77.29504346,195
2015-05-01,2.04,1.793767,237.001,12.8,2.9,3.25,-0.28386,0.7891,1106.1669,11907.9,245.76784,2,-38502,193.4,0.29142,59.4,193.9354025,398.7,65.6712406,65.19380952,82.61793122,185.9
2015-06-01,2,1.8240356,237.657,12.4,3.2,3.25,-0.27611,0.7715,1112.4225,11962.5,246.76784,-5,-42425,194.8,0.11662,59.4,190.3813886,436.1,63.10470779,62.62,81.16655865,188.5
2015-07-01,2,1.8829511,238.034,13.1,3.4,3.25,-0.26011,0.7407,1108.1076,12012.9,247.76784,-8,-40340,193.9,0.21427,59.3,183.5216391,430.7,64.48322981,56.82956522,76.72413287,186.9
2015-08-01,2,1.817785,238.033,12.9,2.7,3.25,-0.12692,0.7295,1116.5269,12070.4,248.76784,-1,-44205,191.9,1.23444,59.4,181.4761393,450.2,63.39321429,47.53380952,65.15943732,193.3
2015-09-01,2,1.83859304,237.498,12.4,2.9,3.25,-0.12211,0.7059,1108.1819,12138.2,249.76784,-6,-41641,189.1,0.29327,59.2,176.3111183,426.8,61.76542208,48.03045455,68.0414429,199.8
2015-10-01,2,1.7425951,237.733,11.9,3,3.25,-0.09518,0.72,1133.3799,12171.5,250.76784,-2,-40873,187.5,0.13184,59.3,180.5528448,474.2,57.33068182,48.90636364,67.92550505,201.8
2015-11-01,2,1.802926,238.017,11.3,3.4,3.25,-0.11257,0.7146,1106.7214,12297.9,251.76784,2,-40451,185.7,0.21094,59.4,179.9132985,473.8,55.77806122,45.0952381,63.10556688,201.4
2015-12-01,2,1.81273123,237.761,12.2,2.9,3.37,0.09739,0.7247,1065.1059,12427.3,252.76784,1,-41003,183.5,0.22347,59.6,183.1808536,468.4,55.86581633,38.52521739,53.16022822,199.4
2016-01-01,2,1.85042813,237.652,13.9,3,3.5,-0.02483,0.7011,1054.246,12478.4,253.76784,-3,-40044,182.6,0.50688,59.7,177.9166326,446.4,53.42892857,32.0452381,45.70708614,199.7
2016-02-01,2,1.7071694,237.336,12.8,3.6,3.5,-0.0833,0.7134,1049.9635,12517.1,254.76784,1,-43306,181.3,0.9174,59.8,181.7513771,452.1,53.78163265,33.76238095,47.3260176,210.8
2016-03-01,2,1.64890624,238.08,12.9,3,3.5,-0.05282,0.7504,1062.1763,12684.8,255.76784,-1,-36801,182.1,0.34453,59.8,191.9281871,409,55.43520408,39.79217391,53.02795031,211.5
2016-04-01,2,1.71603963,238.992,12.1,3.6,3.5,-0.04709,0.7664,1037.861,12778.6,256.76784,-5,-38048,183.2,0.29223,59.7,196.7868726,407.8,54.65867347,43.33047619,56.5376777,215.4
2016-05-01,1.77,1.74893221,239.557,12,3.8,3.5,-0.04159,0.7318,1033.0221,12708.4,257.76784,3,-39032,185.3,0.29125,59.7,188.6345053,422.6,54.52714286,47.735,65.22957092,210.8
2016-06-01,1.75,1.72374515,240.222,12.4,3.3,3.5,0.02278,0.7401,1029.5248,12789,258.76784,2,-41719,187.6,0.38359,59.7,191.5140784,434.5,56.22857143,49.87727273,67.39261279,218.3
2016-07-01,1.75,1.63004592,240.101,12.7,3.1,3.5,0.01342,0.7529,1023.1129,12850.1,259.76784,-1,-39931,187.7,0.44788,59.8,195.5792067,438.2,64.41836735,46.59857143,61.8921124,219.8
2016-08-01,1.52,1.64768851,240.545,12.7,3.6,3.5,0.03831,0.7629,1003.5597,12946.7,260.76784,1,-40146,186.6,0.30714,59.8,198.9397851,435.4,71.32694805,47.05217391,61.67541475,226.4
2016-09-01,1.5,1.72789683,241.176,12.3,4.2,3.5,0.02661,0.7591,961.6032,13016.2,261.76784,1,-37004,186.9,0,59.7,198.7079673,447.6,76.37386364,47.37681818,62.4118274,229.7
2016-10-01,1.5,1.70459005,241.741,12.1,4,3.5,0.11716,0.7615,919.6067,13079.4,262.76784,2,-38555,186.7,0.29737,59.7,200.0977102,427.4,96.23979592,51.41380952,67.51649314,232.6
2016-11-01,1.5,1.75829573,242.026,12.7,3.6,3.5,0.24145,0.7532,921.7145,13191.8,263.76784,1,-43896,186.3,0.11478,59.7,198.6699371,442.8,111.4280844,46.94227273,62.32378217,227.8
2016-12-01,1.5,1.95369171,242.637,13.4,3,3.64,0.21968,0.7346,935.0495,13299.9,264.76784,-3,-40976,188.2,0.69831,59.7,194.4984553,468.5,93.13446429,55.02272727,74.90161622,229.6
2017-01-01,1.5,1.92241681,243.618,13.5,3.1,3.75,0.29805,0.7465,942.8906,13281.6,265.76784,-3,-43556,190.7,0.41486,59.9,198.3956926,444.6,91.4244898,55.71090909,74.62948304,232.2
2017-02-01,1.5,1.92235723,244.006,14.1,3.5,3.75,0.29448,0.7664,959.0084,13305.6,266.76784,0,-39785,191.6,0.44212,60,204.4508726,445.4,85.96928571,56.096,73.19415449,235.5
2017-03-01,1.5,1.88654098,243.892,14.2,3.6,3.88,0.30601,0.7622,986.3341,13491.7,267.76784,0,-41124,191.5,0.6651,60.2,204.0926476,441.5,86.33385093,52.65521739,69.08320308,236.1
2017-04-01,1.5,1.85758237,244.193,12.7,3.4,4,0.31675,0.7534,1002.4453,13565,268.76784,-1,-44227,193,0.35497,60.2,202.4896907,460.3,90.11071429,53.978,71.64587205,231.9
2017-05-01,1.5,1.84054543,244.004,12.1,3.1,4,0.39874,0.7437,1015.0453,13474.1,269.76784,-2,-43985,192.8,0.38684,60.1,200.6263426,463,80.11836735,51.37434783,69.07939737,233.4
2017-06-01,1.5,1.73020088,244.163,12.5,3.1,4.13,0.37812,0.7562,1026.7591,13522.1,270.76784,-4,-42579,193.6,0,60.1,204.7546406,463.3,85.67337662,47.65272727,63.01603712,237.1
2017-07-01,1.5,1.84955694,244.243,12.4,3.7,4.25,0.48931,0.7807,1038.382,13584.4,271.76784,-3,-43854,193.5,0.2208,60.2,212.1691527,466.1,90.77397959,49.25333333,63.0886811,236.4
2017-08-01,1.5,1.8153385,245.183,12.6,3.5,4.25,0.39672,0.7915,1052.6612,13653.7,272.76784,-5,-41391,193.8,0.47176,60.1,215.8957454,458,102.7724026,51.92782609,65.60685545,231.9
2017-09-01,1.5,1.84386995,246.435,12.1,3.6,4.25,0.46701,0.7974,1065.8894,13705.5,273.76784,-2,-41593,194.8,0.17242,60.4,218.3024756,453.5,104.775,55.55761905,69.67346256,235.2
2017-10-01,1.5,1.89298914,246.626,11.6,3,4.25,0.5173,0.7788,1062.2866,13750.7,274.76784,1,-42848,194.9,0.08946,60.1,213.9891938,438.1,103.2496753,57.53636364,73.87822758,237.5
2017-11-01,1.5,1.92496508,247.284,11.6,3.1,4.25,0.58362,0.762,1059.7294,13819.9,275.76784,0,-45463,195.9,0.61453,60.1,210.1350941,426.3,102.487013,62.83636364,82.46241947,242.2
2017-12-01,1.5,2.01118703,247.805,12.5,2.7,4.4,0.46166,0.7648,1028.8944,13945,276.76784,3,-46535,196.3,0.81821,60.1,211.672044,419.2,105.968797,64.06428571,83.76606396,245.1
2018-01-01,1.5,1.95641907,248.859,13.5,3.1,4.5,0.55554,0.7956,1031.9559,13863.1,277.76784,5,-47072,197.9,0.36036,60.1,220.9920935,420,111.9326299,68.88913043,86.58764509,244.6
2018-02-01,1.5,2.07333165,249.529,14.2,3,4.5,0.64637,0.7867,1006.2674,13849.1,278.76784,3,-48793,199.3,0.49085,60.4,219.3066597,428.4,111.4773214,65.6965,83.50896148,244.9
2018-03-01,1.5,1.97024161,249.577,13.4,3.9,4.58,0.77396,0.7759,991.992,14031,279.76784,3,-43508,199.3,0,60.4,217.0718671,433.9,105.7280612,66.89181818,86.21190641,244.3
2018-04-01,1.5,1.98436343,250.227,12.6,3,4.75,0.67966,0.7684,1006.8117,14069.5,280.76784,2,-46129,200.3,0.52005,60.4,215.7420083,449,99.22339286,71.93285714,93.61381721,247.8
2018-05-01,1.5,2.09161804,250.792,11.2,2.8,4.75,0.79389,0.7525,1003.0033,13980.4,281.76784,2,-41421,203.2,0.38271,60.5,212.0302996,460,109.375,76.93434783,102.238336,248.7
2018-06-01,1.5,2.04590296,251.018,10.8,3.9,4.89,0.72672,0.7498,1010.8031,14074.7,282.76784,2,-44811,204.2,0.79303,60.5,212.0193264,451.8,121.5244898,75.80285714,101.0974355,248.7
2018-07-01,1.5,2.09571821,251.214,10.7,3.3,5,0.90031,0.7403,1016.0864,14109.6,283.76784,6,-49673,204.3,0.5877,60.6,210.073332,451.9,125.0858766,75.22909091,101.6197365,246.4
2018-08-01,1.5,2.14036185,251.663,11.6,3.4,5,1.06829,0.7325,995.1582,14164.9,284.76784,4,-49558,203.4,0.338,60.3,208.5924428,448.3,123.7349026,73.85130435,100.8208933,251.3
2018-09-01,1.5,2.13615266,252.182,11.1,3.6,5.03,0.87501,0.7206,999.0278,14199.5,285.76784,1,-50563,203.6,0.46224,60.4,205.9243055,465.8,122.2291071,79.163,109.8570636,255.6
2018-10-01,1.5,2.16677604,252.772,10.8,3.9,5.25,0.96462,0.7111,1005.8434,14201.4,286.76784,1,-52453,204.6,1.06977,60.5,203.920611,489.4,114.7621118,80.78347826,113.6035414,251.3
2018-11-01,1.5,2.15417847,252.594,10.9,4.1,5.25,0.91615,0.7247,1002.2938,14255.1,287.76784,4,-49401,202.3,1.52087,60.6,208.5453536,519.6,107.5529221,66.22863636,91.38765884,248.6
2018-12-01,1.5,2.09134924,252.767,11.4,3.5,5.35,0.95734,0.7169,986.4516,14448.8,288.76784,4,-55212,201,1.9621,60.6,207.0176645,536.2,106.143609,57.94809524,80.83149008,249.9
2019-01-01,1.5,1.95832446,252.561,12.7,3.6,5.5,0.79484,0.7151,1022.2563,14423.8,289.76784,0,-48915,199.1,1.33096,60.6,207.2129824,523.3,105.4012987,59.94478261,83.82713272,256
2019-02-01,1.5,1.97069441,253.319,12.1,3.2,5.5,0.93709,0.7136,1029.9487,14401.9,290.76784,4,-47615,199.2,0.1254,60.7,207.4919306,521.1,101.3571429,64.384,90.22421525,258.7
2019-03-01,1.5,1.69207771,254.277,12.9,3.7,5.5,0.89038,0.7082,1029.0288,14572.5,291.76784,-1,-48097,200.8,0.88387,60.6,206.6299843,516,99.66989796,66.94190476,94.52401124,260.4
2019-04-01,1.5,1.74737586,255.233,12,3.9,5.5,0.881,0.7111,1009.3543,14623,292.76784,1,-49592,202.1,1.088,60.5,208.187211,536.4,88.76464286,71.47590909,100.5145677,266.9
2019-05-01,1.5,1.80265678,255.296,11.5,3.5,5.5,0.92077,0.6945,1003.569,14575,293.76784,1,-50844,201.7,0.75587,60.6,204.0217649,549.3,89.56428571,70.38913043,101.3522396,263.5
2019-06-01,1.28,1.63705342,255.213,11.6,4.1,5.5,0.97196,0.6946,1025.6333,14734.8,294.76784,1,-48568,200.3,1.10714,60.7,204.7457417,575.2,77.62982143,63.2085,90.99985603,270.8
2019-07-01,1.02,1.67609847,255.802,11.7,3.9,5.5,1.11004,0.6978,1005.644,14814.4,295.76784,-3,-48460,200.7,1.36189,60.8,206.3867988,564.1,77.84580745,64.32217391,92.17852381,273.1
2019-08-01,1,1.65909585,256.036,11.7,3.2,5.25,0.99439,0.6775,1012.0364,14896.1,296.76784,0,-48773,199.2,3.95173,60.8,201.0602116,596.5,69.73928571,59.61818182,87.99731634,275
2019-09-01,1,1.56044845,256.43,11.5,3.8,5.15,0.98277,0.6815,1029.7185,14986.8,297.76784,-2,-44479,198.4,0.58535,61,202.928783,600,66.95867347,62.43095238,91.60814729,275.1
2019-10-01,0.76,1.64198724,257.155,11.8,3.6,4.99,0.90044,0.6798,1048.4208,15112.2,298.76784,-7,-41277,198.6,1.38185,61,203.1023776,621.8,69.19425466,59.63130435,87.7188943,277.9
2019-11-01,0.75,1.67935282,257.879,10.9,3.7,4.75,0.95793,0.6827,1078.1768,15259.4,299.76784,-3,-38833,199,1.50018,61,204.6515044,706.2,69.72908163,62.68666667,91.82168839,277.5
2019-12-01,0.75,1.7145255,258.63,11.7,3.6,4.75,1.012,0.6887,1090.1112,15412.5,300.76784,-5,-43943,199,2.04638,61.1,207.1388114,684,70.46464286,65.34818182,94.88628114,281.1
2020-01-01,0.75,1.7346773,258.906,13.6,3.9,4.75,1.11158,0.6851,1104.4948,15397.1,301.76784,-7,-43782,199.3,0.52741,61.1,206.7411472,667.1,72.10616883,63.89869565,93.26915144,280
2020-02-01,0.75,1.61900368,259.246,13.4,3.6,4.75,1.02894,0.6664,1094.1916,15382.3,302.76784,-4,-40872,196.7,0.66969,61.1,201.7644886,671.2,71.05017857,55.691,83.56992797,284.4
2020-03-01,0.43,1.26977517,258.15,12.8,3,3.78,0.02973,0.6218,1077.0751,16051.5,303.76784,-8,-43724,193.1,1.63731,59.8,188.8828429,636.4,70.20487013,33.94727273,54.5951636,284.4
2020-04-01,0.25,1.15834975,256.126,14.3,3.4,3.25,-2.35913,0.6312,1142.5756,17097.7,304.76784,-24,-53116,185.5,0.35154,51.2,192.3694606,673.2,64.62,26.84863636,42.53586243,302
